biolab_index,rdkit,standard_value,Binary,assay_type,not_sure
-146779506870782088,CN(CCc1ccccn1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.95860731484177,0,binding,0
7924690868761945797,c1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nnc6n5-c5cccnc5Nc5ccccc5-6)cc4)CC3)[nH]2)nc1,7.075720713938121,1,binding,1
5391154998525465171,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccnc1,6.585026652029178,0,binding,1
-4673576409776184194,O=S(=O)(NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1)c1cccc(F)c1,5.5686362358410095,0,binding,0
-8120564735589365592,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CN4CCOCC4)cc3)nnc1-2,5.795880017344071,0,binding,0
1295626345619869239,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)c(F)c1,6.82390874094432,0,binding,1
-3018788183424469064,O=C(NCCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,6.20065945054642,0,binding,1
-2601090354547424483,CCOC(=O)N1CCC(NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.6382721639824105,0,binding,0
-8303608153721043404,COc1cccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,6.85387196432176,0,binding,1
-141952360167414717,NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.85387196432176,0,binding,1
-7170746569040096911,CCCNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.23657200643706,0,binding,0
-8467025205367541950,[C-]#[N+]c1ccc(C(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,5.769551078621732,0,binding,0
-3009065035205740888,NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,6.161150909262742,0,binding,1
9109556903025517172,O=C(c1ccc2c(c1)OCO2)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.16115090926274,0,binding,0
2921572187407421353,Nc1ccc(-c2nnc3n2-c2ccccc2Nc2ccccc2-3)cc1,5.744727494896691,0,binding,0
-4769804139713619597,FC(F)(F)c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,4.52287874528034,0,binding,0
7212735039181643356,NC1(c2ccc(-c3nnc4n3-c3cc(-c5ccccc5)cnc3Nc3ccccc3-4)cc2)CCC1,5.585026652029178,0,binding,0
-967036982500674350,CCN(CC)C(=O)C1CCCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)C1,5.318758762624411,0,binding,0
7491980477154121511,Cc1nc(C)c(S(=O)(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)s1,5.27572413039921,0,binding,0
3121328301042246827,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)cc1,6.52287874528034,0,binding,1
